Anguilla,2022-02-04,30
Israel,2022-01-26,12599
Latvia,2022-01-02,6304
High income,2022-01-10,6679924
Saint Kitts and Nevis,2022-01-24,43
Guinea-Bissau,2022-01-31,1433
Chad,2022-01-30,1229
India,2022-01-22,7349937
Azerbaijan,2022-02-05,30751
Brazil,2022-02-05,1058167
Djibouti,2022-01-15,608
Luxembourg,2022-01-27,3865
Iceland,2022-01-14,3127
Egypt,2022-01-24,267834
Georgia,2022-01-17,8123
Peru,2022-01-27,124271
Solomon Islands,2022-01-27,1124
Colombia,2022-02-06,232163
World,2022-02-14,23566198
Sri Lanka,2022-02-11,78286
Bahamas,2022-01-28,400
Somalia,2022-01-09,5028
Zambia,2022-01-11,23216
Oman,2022-01-02,11708
Faeroe Islands,2022-01-21,179
Guatemala,2022-01-15,93713
Curacao,2022-01-06,1251
Aruba,2022-01-08,59
Syria,2022-01-12,4079
Chile,2022-02-04,50583
Brazil,2022-01-01,364234
Saint Vincent and the Grenadines,2022-02-10,225
Romania,2022-01-22,15625
Bermuda,2022-01-17,92
Ukraine,2022-01-05,56783
Asia,2022-02-05,11531326
El Salvador,2022-02-06,9649
Bulgaria,2022-02-14,5385
Botswana,2022-01-10,2733
Slovenia,2022-01-10,7021
Japan,2022-01-30,276177
Vanuatu,2022-01-09,736
Afghanistan,2022-01-26,10021
Libya,2022-02-05,10660
South Africa,2022-02-06,53914
Czechia,2022-01-10,75852
Mongolia,2022-01-07,3101
Democratic Republic of Congo,2022-01-20,1009
Serbia,2022-01-12,2795
Ecuador,2022-01-04,51265
Cyprus,2022-02-06,6799
Ukraine,2022-01-09,51825
Switzerland,2022-02-09,13192
Bahamas,2022-01-27,417
United Kingdom,2022-01-27,106776
Namibia,2022-01-20,908
Japan,2022-01-26,224322
Burundi,2022-02-09,71
Luxembourg,2022-02-12,1674
Panama,2022-02-05,15062
Vietnam,2022-02-15,580104
Mali,2022-01-25,
Guatemala,2022-01-06,29966
Togo,2022-01-09,4761
Sudan,2022-01-21,11296
Brunei,2022-01-09,3453
Oceania,2022-01-15,319516
Asia,2022-02-11,15076617
French Polynesia,2022-01-18,722
Faeroe Islands,2022-01-06,319
Sint Maarten (Dutch part),2022-01-14,892
Guernsey,2022-02-02,65
Malta,2022-01-02,6066
South Africa,2022-01-25,64931
Sint Maarten (Dutch part),2022-02-09,59
Sri Lanka,2022-01-25,66585
Cook Islands,2022-01-04,14
Jordan,2022-01-08,35491
Mexico,2022-02-09,490693
Ghana,2022-01-14,87110
Andorra,2022-01-02,865
Uzbekistan,2022-01-12,112119
Mali,2022-01-02,5528
North America,2022-02-08,1369559
Montenegro,2022-02-06,432
Honduras,2022-01-12,14179
Mali,2022-01-05,19049
Syria,2022-01-24,2829
Romania,2022-01-31,18091
China,2022-02-18,5577857
Jordan,2022-01-16,35491
